Data_de_Venda,Nome_do_Produto,Quantidade_Vendida,Preço_Unitário,Região_de_Venda,Promoção_Ativa
2024-09-29,Papel Higiênico 30m,7,5.85,Sudeste,Não
2024-09-29,Papel Higiênico 30m,21,5.31,Sudeste,Sim
2024-09-29,Lenço Umedecido,34,4.5,Nordeste,Não
2024-09-29,Papel Higiênico 30m,8,5.56,Centro-Oeste,Não
2024-09-29,Papel Toalha FT,76,8.11,Sul,Não
2024-09-29,Papel Toalha FD,12,7.46,Sudeste,Não
2024-09-29,Papel Higiênico 30m,30,5.44,Sudeste,Não
2024-09-29,Papel Toalha FD,11,7.0,Sudeste,Não
2024-09-29,Papel Toalha FD,118,6.83,Centro-Oeste,Não
2024-09-29,Papel Toalha FD,2,6.7,Sudeste,Não
2024-09-29,Fralda G,28,31.15,Sudeste,Sim
2024-09-29,Papel Toalha FD,30,6.74,Sudeste,Não
2024-09-29,Papel Higiênico 30m,15,5.69,Sudeste,Não
2024-09-29,Papel Toalha FD,29,7.04,Sul,Não
2024-09-29,Fralda G,1,31.95,Centro-Oeste,Sim
2024-09-29,Papel Toalha FT,12,8.18,Sul,Não
2024-09-29,Papel Higiênico 50m,18,7.56,Norte,Não
2024-09-29,Fralda XG,19,31.4,Sudeste,Não
2024-09-29,Papel Toalha FD,26,6.63,Sul,Não
2024-09-29,Papel Higiênico 40m,4,6.75,Centro-Oeste,Não
2024-09-29,Lenço Umedecido,40,4.77,Sul,Não
2024-09-29,Fralda P,45,24.86,Nordeste,Não
2024-09-29,Papel Higiênico 30m,5,5.55,Sudeste,Não
2024-09-29,Fralda M,25,28.75,Sudeste,Não
2024-09-29,Papel Toalha FD,39,6.95,Centro-Oeste,Não
2024-09-29,Papel Toalha FD,86,7.57,Sudeste,Sim
2024-09-29,Lenço Umedecido,51,5.2,Sudeste,Não
2024-09-29,Papel Toalha FT,18,8.17,Sudeste,Não
2024-09-29,Fralda P,43,25.64,Sudeste,Não
2024-09-29,Papel Higiênico 30m,12,5.18,Sudeste,Sim
2024-09-29,Lenço Umedecido,10,4.92,Norte,Não
2024-09-29,Papel Toalha FD,14,6.54,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,74,5.75,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,98,5.67,Sudeste,Não
2024-09-29,Papel Higiênico 30m,47,5.57,Sul,Não
2024-09-29,Papel Higiênico 50m,51,7.86,Sul,Não
2024-09-29,Papel Toalha FT,26,8.07,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,3,5.55,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,17,6.0,Centro-Oeste,Não
2024-09-29,Papel Toalha FT,47,7.95,Sudeste,Sim
2024-09-29,Fralda M,39,27.77,Sudeste,Sim
2024-09-29,Fralda P,18,28.5,Sul,Sim
2024-09-29,Papel Higiênico 30m,79,5.54,Sudeste,Não
2024-09-29,Papel Higiênico 30m,11,5.44,Norte,Não
2024-09-29,Lenço Umedecido,22,4.77,Sul,Não
2024-09-29,Papel Higiênico 30m,61,5.49,Sul,Não
2024-09-29,Fralda M,42,28.16,Sul,Sim
2024-09-29,Fralda P,22,25.45,Sul,Não
2024-09-29,Fralda P,78,26.0,Sudeste,Não
2024-09-29,Papel Toalha FD,15,6.28,Sul,Não
2024-09-29,Fralda M,35,26.97,Nordeste,Não
2024-09-29,Papel Toalha FD,31,6.54,Sudeste,Sim
2024-09-29,Fralda XG,18,31.13,Sudeste,Não
2024-09-29,Papel Toalha FD,12,7.14,Sul,Não
2024-09-29,Fralda G,56,29.01,Sudeste,Não
2024-09-29,Papel Higiênico 30m,33,5.68,Nordeste,Não
2024-09-29,Papel Higiênico 30m,20,5.81,Centro-Oeste,Não
2024-09-29,Papel Higiênico 50m,11,7.3,Sudeste,Não
2024-09-29,Fralda XG,21,30.19,Sudeste,Não
2024-09-29,Papel Higiênico 30m,35,6.35,Sul,Sim
2024-09-29,Papel Higiênico 30m,13,5.56,Sul,Sim
2024-09-29,Papel Toalha FD,97,6.89,Sudeste,Não
2024-09-29,Papel Higiênico 30m,26,5.99,Sudeste,Não
2024-09-29,Papel Higiênico 30m,20,5.47,Sudeste,Não
2024-09-29,Fralda XG,29,29.99,Sul,Não
2024-09-29,Fralda P,114,24.32,Sul,Não
2024-09-29,Papel Higiênico 30m,341,5.58,Nordeste,Não
2024-09-29,Papel Toalha FT,26,7.38,Sudeste,Não
2024-09-29,Fralda P,13,27.04,Sudeste,Não
2024-09-29,Papel Toalha FD,20,6.37,Norte,Não
2024-09-29,Lenço Umedecido,3,5.03,Norte,Sim
2024-09-29,Papel Higiênico 30m,17,5.71,Sudeste,Não
2024-09-29,Papel Toalha FD,46,6.92,Nordeste,Sim
2024-09-29,Fralda XG,34,29.41,Sul,Não
2024-09-29,Papel Higiênico 30m,11,5.49,Sudeste,Não
2024-09-29,Papel Higiênico 30m,11,5.41,Sudeste,Não
2024-09-29,Papel Higiênico 30m,53,5.52,Sudeste,Não
2024-09-29,Papel Higiênico 50m,13,6.85,Centro-Oeste,Não
2024-09-29,Lenço Umedecido,81,4.64,Sul,Não
2024-09-29,Papel Higiênico 30m,8,5.76,Sul,Não
2024-09-29,Fralda M,28,27.04,Sudeste,Não
2024-09-29,Papel Toalha FD,39,6.65,Sudeste,Não
2024-09-29,Fralda XG,58,30.91,Sul,Não
2024-09-29,Fralda M,57,29.02,Sudeste,Sim
2024-09-29,Fralda P,66,25.93,Centro-Oeste,Não
2024-09-29,Fralda M,44,28.23,Sudeste,Não
2024-09-29,Papel Higiênico 50m,2,7.09,Nordeste,Sim
2024-09-29,Fralda P,7,27.17,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,41,5.2,Nordeste,Não
2024-09-29,Fralda M,13,27.01,Sul,Não
2024-09-29,Fralda P,31,24.1,Sudeste,Não
2024-09-29,Fralda G,23,31.61,Sudeste,Não
2024-09-29,Fralda P,20,26.96,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,20,5.6,Sudeste,Não
2024-09-29,Papel Toalha FT,64,7.66,Sudeste,Não
2024-09-29,Papel Higiênico 30m,63,5.14,Nordeste,Não
2024-09-29,Fralda P,31,28.83,Sudeste,Não
2024-09-29,Papel Toalha FD,23,6.7,Sudeste,Não
2024-09-29,Papel Higiênico 40m,52,6.44,Sudeste,Não
2024-09-29,Papel Higiênico 30m,35,6.03,Centro-Oeste,Não
2024-09-29,Fralda M,29,27.21,Nordeste,Não
2024-09-29,Papel Toalha FT,4,7.88,Nordeste,Não
2024-09-29,Papel Higiênico 30m,18,5.23,Nordeste,Não
2024-09-29,Papel Higiênico 40m,14,6.24,Norte,Não
2024-09-29,Papel Higiênico 30m,14,5.3,Sudeste,Não
2024-09-29,Fralda P,39,24.47,Sudeste,Não
2024-09-29,Fralda P,5,24.83,Sudeste,Não
2024-09-29,Papel Higiênico 30m,55,5.26,Nordeste,Não
2024-09-29,Papel Higiênico 30m,49,5.12,Sudeste,Sim
2024-09-29,Lenço Umedecido,73,4.81,Sudeste,Não
2024-09-29,Papel Higiênico 40m,15,6.15,Sul,Não
2024-09-29,Fralda G,20,29.9,Sudeste,Sim
2024-09-29,Fralda P,5,27.9,Norte,Não
2024-09-29,Fralda G,67,32.86,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,18,5.81,Centro-Oeste,Não
2024-09-29,Fralda P,24,26.61,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,48,5.29,Sul,Não
2024-09-29,Papel Higiênico 30m,30,5.54,Sudeste,Não
2024-09-29,Papel Higiênico 50m,26,7.38,Sul,Não
2024-09-29,Papel Higiênico 50m,47,7.26,Sul,Não
2024-09-29,Fralda M,8,28.2,Sudeste,Não
2024-09-29,Lenço Umedecido,26,5.16,Centro-Oeste,Não
2024-09-29,Fralda G,4,29.81,Norte,Não
2024-09-29,Fralda XG,65,29.43,Sul,Sim
2024-09-29,Papel Higiênico 30m,4,5.37,Sul,Não
2024-09-29,Papel Higiênico 30m,20,5.5,Sudeste,Não
2024-09-29,Fralda M,10,26.83,Nordeste,Não
2024-09-29,Papel Higiênico 30m,18,5.1,Centro-Oeste,Não
2024-09-29,Fralda M,18,28.36,Sudeste,Não
2024-09-29,Papel Higiênico 50m,47,7.52,Norte,Não
2024-09-29,Papel Higiênico 30m,19,5.29,Nordeste,Não
2024-09-29,Papel Higiênico 30m,29,5.39,Sudeste,Não
2024-09-29,Papel Higiênico 30m,67,5.47,Sudeste,Não
2024-09-29,Papel Higiênico 50m,65,7.38,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,15,6.11,Centro-Oeste,Não
2024-09-29,Papel Toalha FD,2,6.34,Sul,Não
2024-09-29,Papel Higiênico 30m,37,5.64,Sudeste,Não
2024-09-29,Lenço Umedecido,74,5.17,Sul,Sim
2024-09-29,Papel Toalha FT,2,7.9,Sul,Não
2024-09-29,Papel Higiênico 30m,16,5.7,Nordeste,Sim
2024-09-29,Papel Toalha FD,36,6.53,Sudeste,Não
2024-09-29,Fralda XG,18,32.45,Sudeste,Não
2024-09-29,Papel Higiênico 30m,68,5.87,Sul,Não
2024-09-29,Fralda P,32,25.93,Sudeste,Não
2024-09-29,Papel Toalha FT,7,8.21,Sul,Não
2024-09-29,Papel Higiênico 50m,101,7.14,Nordeste,Não
2024-09-29,Fralda P,28,25.4,Sudeste,Não
2024-09-29,Papel Higiênico 30m,5,5.56,Sul,Não
2024-09-29,Papel Higiênico 30m,93,5.21,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,55,5.64,Sul,Não
2024-09-29,Papel Toalha FD,32,7.31,Sudeste,Não
2024-09-29,Lenço Umedecido,24,5.2,Norte,Não
2024-09-29,Papel Toalha FD,24,7.6,Sul,Não
2024-09-29,Papel Higiênico 40m,39,7.05,Nordeste,Não
2024-09-29,Fralda G,21,29.83,Sul,Não
2024-09-29,Papel Toalha FD,16,6.64,Sul,Sim
2024-09-29,Papel Toalha FT,27,8.21,Sudeste,Não
2024-09-29,Papel Higiênico 30m,1,5.51,Nordeste,Não
2024-09-29,Papel Higiênico 30m,8,5.91,Sudeste,Não
2024-09-29,Papel Higiênico 30m,16,5.04,Sudeste,Não
2024-09-29,Fralda M,36,28.05,Sudeste,Não
2024-09-29,Papel Higiênico 30m,52,5.58,Sudeste,Não
2024-09-29,Papel Higiênico 40m,65,6.49,Sudeste,Não
2024-09-29,Lenço Umedecido,48,4.62,Norte,Não
2024-09-29,Papel Toalha FD,30,6.77,Sudeste,Não
2024-09-29,Fralda P,9,26.96,Norte,Sim
2024-09-29,Papel Higiênico 40m,140,6.6,Sudeste,Sim
2024-09-29,Fralda P,7,25.59,Nordeste,Sim
2024-09-29,Papel Higiênico 40m,11,6.71,Sudeste,Não
2024-09-29,Fralda P,26,27.19,Sudeste,Sim
2024-09-29,Papel Higiênico 50m,35,6.8,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,8,6.72,Norte,Não
2024-09-29,Fralda M,25,27.49,Sudeste,Não
2024-09-29,Papel Toalha FD,12,6.87,Sudeste,Não
2024-09-29,Papel Higiênico 30m,45,5.4,Sul,Não
2024-09-29,Fralda M,26,25.53,Norte,Não
2024-09-29,Papel Higiênico 30m,74,5.33,Sul,Não
2024-09-29,Papel Toalha FT,120,8.4,Sul,Sim
2024-09-29,Fralda M,146,29.35,Norte,Não
2024-09-29,Papel Toalha FT,27,8.13,Norte,Sim
2024-09-29,Papel Higiênico 50m,47,6.82,Nordeste,Não
2024-09-29,Papel Toalha FD,21,6.64,Sudeste,Sim
2024-09-29,Lenço Umedecido,29,5.33,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,20,5.79,Sudeste,Não
2024-09-29,Papel Higiênico 30m,7,5.37,Sudeste,Não
2024-09-29,Papel Higiênico 40m,85,6.6,Sudeste,Não
2024-09-29,Fralda G,29,28.69,Sudeste,Não
2024-09-29,Papel Higiênico 40m,55,5.87,Sudeste,Não
2024-09-29,Papel Toalha FT,3,8.0,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,257,5.75,Norte,Não
2024-09-29,Lenço Umedecido,76,4.45,Sudeste,Não
2024-09-29,Fralda M,5,26.31,Nordeste,Não
2024-09-29,Papel Toalha FT,18,8.15,Centro-Oeste,Não
2024-09-29,Fralda M,63,25.32,Norte,Não
2024-09-29,Papel Higiênico 30m,166,5.48,Sul,Não
2024-09-29,Papel Toalha FD,113,6.52,Norte,Não
2024-09-29,Papel Toalha FT,18,8.11,Centro-Oeste,Sim
2024-09-29,Papel Higiênico 30m,85,5.77,Sudeste,Não
2024-09-29,Papel Higiênico 40m,20,6.98,Sudeste,Não
2024-09-29,Papel Higiênico 30m,90,5.34,Sudeste,Não
2024-09-29,Papel Toalha FT,17,8.06,Sudeste,Não
2024-09-29,Papel Higiênico 30m,28,5.72,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,5,5.59,Norte,Não
2024-09-29,Fralda G,21,30.48,Sudeste,Não
2024-09-29,Papel Higiênico 30m,116,5.99,Sul,Não
2024-09-29,Papel Toalha FT,6,7.69,Sul,Não
2024-09-29,Fralda G,22,30.34,Sudeste,Sim
2024-09-29,Fralda P,14,23.86,Sul,Não
2024-09-29,Fralda M,94,26.26,Sudeste,Não
2024-09-29,Papel Higiênico 50m,3,7.02,Sul,Não
2024-09-29,Papel Higiênico 30m,12,5.15,Sul,Não
2024-09-29,Papel Toalha FD,25,6.43,Nordeste,Não
2024-09-29,Lenço Umedecido,33,5.05,Sul,Não
2024-09-29,Papel Higiênico 30m,54,5.66,Sudeste,Sim
2024-09-29,Lenço Umedecido,34,5.25,Centro-Oeste,Não
2024-09-29,Papel Higiênico 40m,48,6.36,Nordeste,Não
2024-09-29,Papel Higiênico 30m,93,5.64,Sul,Sim
2024-09-29,Lenço Umedecido,12,4.78,Sudeste,Não
2024-09-29,Fralda XG,7,32.05,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,46,5.86,Norte,Não
2024-09-29,Papel Higiênico 30m,23,5.83,Nordeste,Não
2024-09-29,Papel Higiênico 50m,48,7.72,Sudeste,Não
2024-09-29,Fralda P,14,26.33,Sudeste,Não
2024-09-29,Papel Higiênico 30m,41,5.59,Sul,Sim
2024-09-29,Fralda P,125,24.94,Norte,Sim
2024-09-29,Papel Higiênico 30m,89,5.27,Sul,Não
2024-09-29,Papel Higiênico 30m,17,5.77,Sul,Não
2024-09-29,Papel Higiênico 40m,6,6.46,Centro-Oeste,Não
2024-09-29,Papel Toalha FD,23,7.46,Centro-Oeste,Não
2024-09-29,Fralda P,78,27.12,Sudeste,Não
2024-09-29,Papel Toalha FT,13,7.64,Sul,Não
2024-09-29,Papel Toalha FD,6,7.78,Nordeste,Não
2024-09-29,Papel Higiênico 40m,19,6.27,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,56,6.71,Nordeste,Sim
2024-09-29,Papel Higiênico 30m,53,4.89,Sudeste,Não
2024-09-29,Fralda G,83,30.4,Sul,Não
2024-09-29,Papel Higiênico 30m,7,5.33,Sudeste,Não
2024-09-29,Papel Higiênico 30m,41,5.51,Centro-Oeste,Não
2024-09-29,Papel Higiênico 40m,30,6.25,Sudeste,Não
2024-09-29,Lenço Umedecido,62,4.98,Sudeste,Não
2024-09-29,Papel Higiênico 30m,35,5.12,Norte,Não
2024-09-29,Papel Toalha FT,79,8.27,Sudeste,Não
2024-09-29,Fralda P,33,24.76,Centro-Oeste,Não
2024-09-29,Papel Higiênico 40m,75,6.44,Sudeste,Sim
2024-09-29,Fralda P,18,26.67,Sul,Não
2024-09-29,Fralda P,5,26.27,Sul,Sim
2024-09-29,Papel Higiênico 30m,69,5.47,Sul,Não
2024-09-29,Papel Higiênico 50m,26,8.12,Sudeste,Não
2024-09-29,Fralda M,47,27.87,Sul,Não
2024-09-29,Papel Higiênico 40m,9,6.28,Sudeste,Sim
2024-09-29,Fralda XG,52,32.05,Sul,Não
2024-09-29,Fralda M,36,28.47,Nordeste,Sim
2024-09-29,Papel Toalha FD,12,7.22,Nordeste,Não
2024-09-29,Papel Higiênico 50m,12,7.26,Sudeste,Sim
2024-09-29,Lenço Umedecido,18,4.75,Sul,Não
2024-09-29,Papel Toalha FT,36,7.26,Norte,Não
2024-09-29,Lenço Umedecido,17,4.84,Sul,Não
2024-09-29,Papel Higiênico 30m,38,4.91,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,8,6.72,Sudeste,Não
2024-09-29,Fralda M,70,29.71,Norte,Sim
2024-09-29,Papel Higiênico 30m,50,5.47,Nordeste,Sim
2024-09-29,Lenço Umedecido,20,5.21,Sudeste,Não
2024-09-29,Lenço Umedecido,150,4.58,Nordeste,Sim
2024-09-29,Papel Higiênico 50m,14,8.3,Sudeste,Sim
2024-09-29,Lenço Umedecido,19,4.91,Centro-Oeste,Sim
2024-09-29,Papel Higiênico 30m,12,5.67,Sudeste,Não
2024-09-29,Lenço Umedecido,8,5.05,Nordeste,Não
2024-09-29,Papel Higiênico 30m,15,5.79,Sudeste,Não
2024-09-29,Lenço Umedecido,28,4.84,Sul,Não
2024-09-29,Papel Toalha FD,26,7.11,Sudeste,Não
2024-09-29,Papel Higiênico 30m,153,5.26,Norte,Não
2024-09-29,Papel Toalha FD,76,6.94,Norte,Não
2024-09-29,Papel Higiênico 40m,5,6.43,Sudeste,Não
2024-09-29,Lenço Umedecido,20,4.68,Sul,Não
2024-09-29,Papel Toalha FD,70,6.95,Nordeste,Não
2024-09-29,Fralda P,4,25.54,Sudeste,Não
2024-09-29,Papel Higiênico 40m,55,6.62,Sul,Não
2024-09-29,Papel Higiênico 30m,40,5.2,Centro-Oeste,Não
2024-09-29,Lenço Umedecido,24,4.7,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,94,5.13,Sudeste,Não
2024-09-29,Lenço Umedecido,4,5.43,Sudeste,Não
2024-09-29,Papel Toalha FD,40,7.02,Nordeste,Sim
2024-09-29,Papel Higiênico 40m,11,6.34,Nordeste,Não
2024-09-29,Papel Higiênico 50m,83,7.77,Centro-Oeste,Não
2024-09-29,Papel Higiênico 30m,91,5.39,Sudeste,Não
2024-09-29,Lenço Umedecido,6,4.81,Nordeste,Não
2024-09-29,Fralda M,91,27.73,Sudeste,Não
2024-09-29,Lenço Umedecido,28,5.2,Centro-Oeste,Não
2024-09-29,Fralda XG,196,30.01,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,4,6.41,Sul,Não
2024-09-29,Papel Toalha FD,36,7.63,Centro-Oeste,Não
2024-09-29,Lenço Umedecido,46,4.76,Nordeste,Sim
2024-09-29,Papel Higiênico 30m,44,5.46,Sudeste,Não
2024-09-29,Papel Toalha FT,99,8.09,Sul,Não
2024-09-29,Fralda XG,41,31.9,Sudeste,Não
2024-09-29,Papel Toalha FD,40,6.27,Norte,Não
2024-09-29,Fralda P,28,25.78,Sul,Sim
2024-09-29,Fralda M,24,27.22,Norte,Não
2024-09-29,Fralda XG,2,33.36,Nordeste,Não
2024-09-29,Papel Higiênico 30m,7,5.79,Sul,Não
2024-09-29,Fralda P,11,23.76,Sudeste,Não
2024-09-29,Fralda G,18,27.17,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,15,5.9,Nordeste,Não
2024-09-29,Fralda M,105,29.01,Sudeste,Não
2024-09-29,Lenço Umedecido,57,4.92,Sudeste,Não
2024-09-29,Fralda M,27,29.2,Norte,Não
2024-09-29,Papel Higiênico 30m,13,5.15,Sul,Não
2024-09-29,Papel Higiênico 40m,62,5.95,Sudeste,Sim
2024-09-29,Fralda P,18,25.21,Sudeste,Não
2024-09-29,Papel Higiênico 30m,29,5.65,Sul,Não
2024-09-29,Papel Higiênico 30m,47,5.34,Centro-Oeste,Não
2024-09-29,Papel Higiênico 40m,34,6.42,Sudeste,Sim
2024-09-29,Fralda G,66,31.21,Sul,Não
2024-09-29,Papel Toalha FT,64,8.02,Nordeste,Não
2024-09-29,Fralda G,29,28.23,Centro-Oeste,Sim
2024-09-29,Lenço Umedecido,50,4.94,Norte,Não
2024-09-29,Fralda M,38,27.07,Nordeste,Não
2024-09-29,Papel Higiênico 30m,62,5.62,Nordeste,Não
2024-09-29,Fralda G,42,31.21,Centro-Oeste,Não
2024-09-29,Lenço Umedecido,35,4.79,Sul,Não
2024-09-29,Papel Higiênico 30m,3,5.19,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,11,6.76,Nordeste,Não
2024-09-29,Fralda XG,161,32.31,Sudeste,Não
2024-09-29,Fralda P,12,26.35,Sudeste,Não
2024-09-29,Lenço Umedecido,9,5.04,Norte,Não
2024-09-29,Lenço Umedecido,65,4.56,Sudeste,Não
2024-09-29,Papel Higiênico 30m,11,5.81,Nordeste,Não
2024-09-29,Fralda M,52,27.91,Norte,Não
2024-09-29,Papel Higiênico 30m,145,5.85,Sudeste,Não
2024-09-29,Papel Higiênico 30m,10,6.01,Sudeste,Não
2024-09-29,Fralda P,3,27.14,Sul,Sim
2024-09-29,Papel Higiênico 50m,17,7.8,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,20,5.47,Sul,Sim
2024-09-29,Papel Toalha FT,12,8.09,Sudeste,Não
2024-09-29,Papel Higiênico 30m,12,5.48,Nordeste,Não
2024-09-29,Papel Toalha FD,50,6.78,Norte,Não
2024-09-29,Papel Higiênico 30m,53,5.19,Sudeste,Não
2024-09-29,Papel Higiênico 30m,26,6.09,Sudeste,Sim
2024-09-29,Fralda M,12,28.84,Sul,Não
2024-09-29,Papel Higiênico 50m,2,7.85,Sudeste,Sim
2024-09-29,Lenço Umedecido,25,5.16,Sudeste,Não
2024-09-29,Papel Toalha FD,138,6.88,Sul,Sim
2024-09-29,Papel Higiênico 40m,21,5.83,Centro-Oeste,Sim
2024-09-29,Papel Higiênico 30m,10,5.77,Nordeste,Não
2024-09-29,Papel Toalha FD,22,7.65,Sul,Não
2024-09-29,Papel Higiênico 40m,23,6.55,Sudeste,Não
2024-09-29,Lenço Umedecido,42,5.07,Norte,Sim
2024-09-29,Fralda M,52,28.26,Nordeste,Não
2024-09-29,Fralda P,31,25.23,Sudeste,Não
2024-09-29,Papel Higiênico 30m,23,5.25,Sudeste,Sim
2024-09-29,Fralda P,105,27.0,Sudeste,Não
2024-09-29,Fralda XG,58,31.75,Centro-Oeste,Não
2024-09-29,Lenço Umedecido,1,5.01,Sudeste,Não
2024-09-29,Fralda G,3,31.04,Sudeste,Não
2024-09-29,Papel Higiênico 30m,15,5.12,Sul,Sim
2024-09-29,Papel Higiênico 40m,13,6.59,Sudeste,Sim
2024-09-29,Papel Toalha FD,11,6.76,Sudeste,Não
2024-09-29,Papel Higiênico 30m,59,5.39,Sudeste,Sim
2024-09-29,Fralda XG,66,31.1,Centro-Oeste,Não
2024-09-29,Fralda M,72,28.15,Norte,Não
2024-09-29,Fralda P,23,25.35,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,85,5.81,Centro-Oeste,Não
2024-09-29,Fralda M,1,28.39,Sudeste,Não
2024-09-29,Papel Toalha FD,33,6.91,Sudeste,Não
2024-09-29,Papel Toalha FD,33,7.1,Norte,Sim
2024-09-29,Fralda M,29,27.93,Nordeste,Não
2024-09-29,Papel Higiênico 30m,13,5.23,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,28,6.41,Sul,Não
2024-09-29,Fralda P,98,23.12,Sudeste,Não
2024-09-29,Papel Higiênico 40m,37,6.55,Sudeste,Não
2024-09-29,Lenço Umedecido,2,4.63,Sudeste,Não
2024-09-29,Fralda G,5,32.03,Sul,Não
2024-09-29,Papel Higiênico 30m,99,5.98,Sudeste,Não
2024-09-29,Fralda P,31,25.92,Norte,Não
2024-09-29,Papel Higiênico 40m,34,6.31,Nordeste,Sim
2024-09-29,Fralda P,17,27.77,Sudeste,Sim
2024-09-29,Lenço Umedecido,8,4.76,Sul,Não
2024-09-29,Lenço Umedecido,13,5.29,Sudeste,Não
2024-09-29,Papel Higiênico 30m,75,5.73,Norte,Não
2024-09-29,Lenço Umedecido,13,4.86,Sudeste,Sim
2024-09-29,Papel Toalha FD,3,7.35,Sudeste,Não
2024-09-29,Lenço Umedecido,98,5.13,Sudeste,Não
2024-09-29,Fralda G,52,31.97,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,74,5.88,Sul,Não
2024-09-29,Papel Toalha FD,156,6.87,Sudeste,Não
2024-09-29,Lenço Umedecido,132,4.8,Sudeste,Não
2024-09-29,Papel Toalha FD,78,6.76,Norte,Sim
2024-09-29,Fralda P,34,26.48,Nordeste,Não
2024-09-29,Papel Higiênico 30m,42,5.78,Sudeste,Não
2024-09-29,Papel Higiênico 40m,3,6.25,Sudeste,Não
2024-09-29,Fralda P,163,26.88,Sudeste,Não
2024-09-29,Papel Higiênico 30m,11,5.73,Nordeste,Sim
2024-09-29,Fralda M,21,27.03,Sudeste,Não
2024-09-29,Lenço Umedecido,80,5.06,Sul,Não
2024-09-29,Papel Higiênico 40m,169,6.89,Sul,Não
2024-09-29,Papel Higiênico 30m,46,6.1,Sudeste,Não
2024-09-29,Lenço Umedecido,1,4.7,Sudeste,Não
2024-09-29,Fralda XG,22,29.75,Nordeste,Não
2024-09-29,Papel Higiênico 50m,32,7.36,Sudeste,Sim
2024-09-29,Papel Higiênico 40m,167,5.94,Nordeste,Não
2024-09-29,Papel Toalha FD,30,6.77,Sudeste,Não
2024-09-29,Papel Toalha FT,3,7.96,Norte,Não
2024-09-29,Fralda P,2,26.61,Sudeste,Não
2024-09-29,Papel Toalha FD,45,6.63,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,12,5.78,Sul,Não
2024-09-29,Papel Higiênico 40m,30,6.95,Sul,Não
2024-09-29,Papel Higiênico 50m,13,6.96,Nordeste,Não
2024-09-29,Papel Higiênico 40m,12,6.16,Nordeste,Não
2024-09-29,Papel Higiênico 40m,8,7.21,Norte,Não
2024-09-29,Fralda P,29,26.35,Nordeste,Não
2024-09-29,Papel Higiênico 30m,14,5.57,Sudeste,Não
2024-09-29,Lenço Umedecido,15,4.5,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,1,5.45,Sul,Não
2024-09-29,Papel Higiênico 30m,58,5.8,Nordeste,Não
2024-09-29,Papel Toalha FT,23,8.64,Nordeste,Não
2024-09-29,Fralda M,2,30.65,Sul,Não
2024-09-29,Fralda G,43,29.25,Sudeste,Não
2024-09-29,Papel Higiênico 30m,12,5.28,Sudeste,Não
2024-09-29,Fralda M,153,27.86,Sudeste,Não
2024-09-29,Papel Higiênico 30m,6,5.9,Nordeste,Não
2024-09-29,Papel Higiênico 30m,303,5.75,Sul,Sim
2024-09-29,Fralda XG,243,30.12,Sudeste,Não
2024-09-29,Lenço Umedecido,25,5.0,Norte,Não
2024-09-29,Papel Higiênico 40m,2,6.36,Sudeste,Sim
2024-09-29,Fralda XG,8,31.44,Sul,Não
2024-09-29,Lenço Umedecido,196,4.56,Sudeste,Não
2024-09-29,Papel Higiênico 50m,95,7.34,Nordeste,Não
2024-09-29,Papel Higiênico 50m,61,7.76,Sudeste,Sim
2024-09-29,Papel Higiênico 30m,95,5.34,Sul,Sim
2024-09-29,Papel Higiênico 30m,12,5.37,Sul,Não
2024-09-29,Fralda XG,19,33.26,Nordeste,Não
2024-09-29,Papel Higiênico 40m,39,7.03,Nordeste,Não
2024-09-29,Fralda XG,88,31.85,Sul,Sim
2024-09-29,Papel Higiênico 30m,25,5.96,Sudeste,Sim
2024-09-29,Lenço Umedecido,52,4.99,Sudeste,Não
2024-09-29,Papel Higiênico 50m,37,7.09,Sudeste,Não
2024-09-29,Papel Higiênico 40m,125,6.95,Sudeste,Não
2024-09-29,Fralda P,3,24.96,Nordeste,Sim
2024-09-29,Papel Higiênico 30m,42,5.09,Sudeste,Sim
